rule,length,complexity,train_fitness,train_excess_sharpe,train_sharpe,val_fitness,val_excess_sharpe,val_sharpe,val_sharpe_bh,val_fitness_raw,n_episodes_val,max_episode_val,n_episodes_train_val,val_half1_excess_sharpe,val_half2_excess_sharpe,stable,holdout_fitness,holdout_excess_sharpe,holdout_sharpe,holdout_sharpe_bh,null_pvalue,null_n,selected_on,drop_reason,nasdaq_val_excess_sharpe,nasdaq_val_sharpe,nasdaq_val_sharpe_bh,nasdaq_holdout_excess_sharpe,nasdaq_holdout_sharpe,nasdaq_holdout_sharpe_bh,cross_asset,partial_stage
~asp_mars_pluto_sextile_orb3 & ~asp_moon_saturn_opp_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.40669746481852787,-0.2566974648185279,0.2536600347492432,0.5966644285487502,0.7466644285487503,1.1391048574468752,0.39244042889812486,0.5966644285487502,11,77,44,0.9853530316939278,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.40925039085139864,0.815542949700887,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_saturn_trine_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3114339840903996,-0.16143398409039955,0.34892351547737155,0.5963314712114772,0.7463314712114772,1.1387719001096022,0.39244042889812486,0.5963314712114772,12,59,56,0.9848785614680831,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.38999451973913796,0.7962870785886264,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_pluto_sun_opp_orb5,4,10,-0.38100972707633984,-0.23100972707633982,0.2793477724914313,0.5960438528787465,0.7460438528787465,1.1384842817768714,0.39244042889812486,0.5960438528787465,5,98,17,0.9844687018769753,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2663899969908264,0.6726825558403148,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_venus_trine_orb1,4,10,-0.3343932258338522,-0.1843932258338522,0.3259642737339189,0.5958330051431026,0.7458330051431026,1.1382734340412275,0.39244042889812486,0.5958330051431026,6,93,21,0.9841682423325941,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.32340108423044994,0.7296936430799383,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~mars_ingress_3d & ~sun_sign_cancer,4,10,-0.7102776963447809,-0.5602776963447809,-0.049920196777009734,0.595824816919926,0.745824816919926,1.1382652458180509,0.39244042889812486,0.595824816919926,28,76,37,0.9841565740729077,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7209393711627268,1.127231930012215,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_uranus_venus_square_orb3,4,10,-0.2799438974229784,-0.1299438974229784,0.3804136021447927,0.59574044413582,0.74574044413582,1.1381808730339449,0.39244042889812486,0.59574044413582,6,92,22,0.9840363425021006,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3663958202143745,0.7726883790638629,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~jupiter_ingress_1d,4,10,-0.3715967763283654,-0.22159677632836544,0.28876072323940566,0.5955779214909657,0.7455779214909657,1.1380183503890906,0.39244042889812486,0.5955779214909657,6,102,18,0.983804747441823,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4118285861405015,0.8181211449899899,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_pluto_square_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.3867962757964264,-0.23679627579642637,0.27356122377134473,0.5955232067948298,0.7455232067948299,1.1379636356929548,0.39244042889812486,0.5955232067948298,7,102,21,0.9837267790171023,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.361483227503757,0.7677757863532454,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_neptune_sun_opp_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_sextile_orb5,4,10,-0.37414800446692764,-0.22414800446692767,0.2862094951008434,0.5955194545129577,0.7455194545129578,1.1379598834110827,0.39244042889812486,0.5955194545129577,6,104,22,0.9837214320187482,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.33201239977431823,0.7383049586238066,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & ~asp_neptune_sun_trine_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.4327699890235781,-0.28276998902357814,0.22758751054419296,0.5954866249169398,0.7454866249169398,1.1379270538150648,0.39244042889812486,0.5954866249169398,6,63,22,0.9836746498850695,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.27146453420722044,0.6777570930567088,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,4,10,-0.3714579536657755,-0.22145795366577553,0.28889954590199557,0.5953627567107417,0.7453627567107417,1.1378031856088666,0.39244042889812486,0.5953627567107417,6,87,21,0.9834981380329579,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.267468571413289,0.6737611302627774,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_moon_trine_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.4062899120499379,-0.2562899120499379,0.2540675875178332,0.5952586223258737,0.7452586223258737,1.1376990512239986,0.39244042889812486,0.5952586223258737,11,86,55,0.9833497470521897,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3719879241348288,0.7782804829843172,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5 & ~asp_sun_uranus_trine_orb5,4,10,-0.41439760009861404,-0.264397600098614,0.24595989946915706,0.5952086159910753,0.7452086159910754,1.1376490448892003,0.39244042889812486,0.5952086159910753,7,60,28,0.9832784883484798,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4005449020681095,0.8068374609175979,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_venus_square_orb3,4,10,-0.3430296876003224,-0.19302968760032235,0.31732781196744875,0.5950011842107511,0.7450011842107511,1.137441613108876,0.39244042889812486,0.5950011842107511,8,82,23,0.9829828999209966,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.37152730461310085,0.7778198634625892,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_trine_orb3,4,10,-0.3664948853856689,-0.21649488538566886,0.29386261418210224,0.5946608864391757,0.7446608864391757,1.1371013153373006,0.39244042889812486,0.5946608864391757,6,93,22,0.982497980454996,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.37284192766091256,0.779134486510401,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_sextile_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.34792151844242447,-0.1979215184424245,0.3124359811253466,0.5945845189364166,0.7445845189364166,1.1370249478345416,0.39244042889812486,0.5945845189364166,8,70,27,0.982389158162466,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5142151343876558,0.9205076932371442,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_neptune_venus_trine_orb3,4,10,-0.40057808067938105,-0.25057808067938103,0.25977941888839007,0.5945449956113255,0.7445449956113255,1.1369854245094504,0.39244042889812486,0.5945449956113255,7,64,23,0.9823328381926144,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3319918692577574,0.7382844281072458,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb1 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.34807147836675756,-0.1980714783667576,0.3122860212010135,0.5945054817284382,0.7445054817284382,1.1369459106265631,0.39244042889812486,0.5945054817284382,6,97,22,0.9822765317080027,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3920332268711378,0.7983257857206262,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_pluto_sun_trine_orb5 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~mars_ingress_3d,4,10,-0.7081428199701928,-0.5581428199701928,-0.04778532040242162,0.5944137642133657,0.7444137642133657,1.1368541931114906,0.39244042889812486,0.5944137642133657,30,41,42,0.9821458362191648,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7000472806460754,1.1063398394955637,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb5 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_sextile_orb3,4,10,-0.34197904263744905,-0.19197904263744908,0.318378456930322,0.5941722859197577,0.7441722859197577,1.1366127148178826,0.39244042889812486,0.5941722859197577,6,118,20,0.9818017356178828,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.41901739722821824,0.8253099560777066,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_moon_trine_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_sextile_orb5,4,10,-0.3687382951582098,-0.21873829515820975,0.29161920440956135,0.5940439032675252,0.7440439032675252,1.1364843321656501,0.39244042889812486,0.5940439032675252,8,130,25,0.981618793971158,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2436798038286307,0.6499723626781191,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_venus_conj_orb5,4,10,-0.31574966107473235,-0.16574966107473232,0.3446078384930388,0.5939494376374864,0.7439494376374864,1.1363898665356114,0.39244042889812486,0.5939494376374864,6,102,18,0.9814841833253753,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3331092526937643,0.7394018115432527,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_moon_trine_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.4092909015175932,-0.25929090151759315,0.25106659805017795,0.5935203307014966,0.7435203307014966,1.1359607595996215,0.39244042889812486,0.5935203307014966,11,87,55,0.9808727211874217,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3795380142222277,0.7858305730717161,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_pluto_square_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.38381372866567653,-0.23381372866567657,0.27654377090209453,0.5932742550669684,0.7432742550669684,1.1357146839650933,0.39244042889812486,0.5932742550669684,7,100,21,0.9805220737606843,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3728158749071519,0.7791084337566403,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~mars_ingress_3d,4,10,-0.4497431743089958,-0.29974317430899583,0.21061432525877527,0.5931757735957187,0.7431757735957187,1.1356162024938437,0.39244042889812486,0.5931757735957187,10,58,45,0.98038174213595,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.35822234116018686,0.7645149000096753,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb5 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~venus_sign_leo,4,10,-0.26466494445376454,-0.11466494445376457,0.39569255511400653,0.5931196220215841,0.7431196220215841,1.135560050919709,0.39244042889812486,0.5931196220215841,5,133,17,0.9803017287765983,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3234136073512924,0.7297061662007808,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_moon_saturn_opp_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.36043984112377536,-0.21043984112377534,0.29991765844399576,0.5931121638652951,0.7431121638652951,1.13555259276342,0.39244042889812486,0.5931121638652951,9,77,31,0.9802911012583055,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.37988268360984095,0.7861752424593293,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb3 & ~mars_ingress_3d & ~mercury_sign_cancer,4,10,-0.6550500600144913,-0.5050500600144913,0.005307439553279867,0.5930969554259456,0.7430969554259457,1.1355373843240706,0.39244042889812486,0.5930969554259456,29,76,37,0.9802694299582912,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7141585638592316,1.12045112270872,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_sun_conj_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_sextile_orb5 & ~asp_saturn_sun_trine_orb3,4,10,-0.35974196267678493,-0.2097419626767849,0.3006155368909862,0.5930810477171681,0.7430810477171681,1.135521476615293,0.39244042889812486,0.5930810477171681,6,86,26,0.9802467622375184,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.38905687678252293,0.7953494356320113,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb5 & ~asp_neptune_sun_trine_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5,4,10,-0.4298721071294638,-0.27987210712946375,0.23048539243830732,0.5930343361876113,0.7430343361876113,1.1354747650857362,0.39244042889812486,0.5930343361876113,6,61,22,0.9801802005803311,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.2805413472554505,0.6868339061049389,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_neptune_venus_trine_orb1,4,10,-0.3485167506826303,-0.1985167506826303,0.3118407488851408,0.5929632476955652,0.7429632476955652,1.1354036765936901,0.39244042889812486,0.5929632476955652,6,102,19,0.9800789030185788,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.33784213216303255,0.7441346910125209,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_venus_trine_orb1,4,10,-0.33138080038479545,-0.18138080038479548,0.3289766991829756,0.5929197554587625,0.7429197554587625,1.1353601843568875,0.39244042889812486,0.5929197554587625,6,91,21,0.9800169287948142,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.33318583808027585,0.7394783969297642,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5 & ~asp_sun_uranus_square_orb5,4,10,-0.37082332227661474,-0.22082332227661472,0.2895341772911564,0.5928745383931268,0.7428745383931268,1.1353149672912517,0.39244042889812486,0.5928745383931268,8,59,28,0.9799524968165891,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.429927618501083,0.8362201773505714,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_jupiter_mercury_conj_orb3 & ~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.37856339652101545,-0.22856339652101543,0.2817941030467557,0.5928706933940516,0.7428706933940517,1.1353111222921766,0.39244042889812486,0.5928706933940516,6,95,25,0.9799470178937397,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.4278540698378432,0.8341466286873316,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_neptune_sun_opp_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_sextile_orb5,4,10,-0.3739281499763004,-0.2239281499763004,0.2864293495914707,0.5928066027847033,0.7428066027847033,1.1352470316828283,0.39244042889812486,0.5928066027847033,6,102,22,0.9798556921651624,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3416138985490624,0.7479064573985508,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_saturn_sun_sextile_orb3 & ~asp_saturn_sun_trine_orb3,4,10,-0.3976205746095164,-0.24762057460951642,0.2627369249582547,0.5926644558587882,0.7426644558587883,1.1351048847569132,0.39244042889812486,0.5926644558587882,7,77,28,0.9796531405976683,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3643547507885528,0.7706473096380412,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_uranus_venus_square_orb3,4,10,-0.33180376877450035,-0.18180376877450033,0.32855373079327077,0.5926030042737697,0.7426030042737697,1.1350434331718946,0.39244042889812486,0.5926030042737697,7,67,26,0.9795655755829851,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.371505815329875,0.7777983741793634,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~jupiter_ingress_1d,4,10,-0.3686498041388785,-0.21864980413887852,0.2917076954288926,0.5925358124476868,0.7425358124476868,1.1349762413458118,0.39244042889812486,0.5925358124476868,6,100,18,0.9794698311348253,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.42361150057850055,0.829904059427989,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_venus_sextile_orb1,4,10,-0.3386810021562917,-0.1886810021562917,0.3216764974114794,0.5924016127457871,0.7424016127457871,1.134842041643912,0.39244042889812486,0.5924016127457871,7,99,21,0.9792786046185229,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.36891156527290164,0.77520412412239,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mercury_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_sun_trine_orb3 & ~asp_saturn_venus_sextile_orb5,4,10,-0.3935763898037784,-0.24357638980377838,0.2667811097639927,0.5923672858196992,0.7423672858196992,1.1348077147178242,0.39244042889812486,0.5923672858196992,8,70,32,0.9792296908662201,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.5545012740215614,0.9607938328710497,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_neptune_sun_trine_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_saturn_venus_sextile_orb5,4,10,-0.39438232193244405,-0.24438232193244402,0.2659751776353271,0.59216286573927,0.74216286573927,1.134603294637395,0.39244042889812486,0.59216286573927,8,58,29,0.9789384053330292,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.42568602538909467,0.8319785842385831,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_moon_trine_orb1 & asp_neptune_uranus_conj_orb5 & ~asp_pluto_sun_opp_orb5,4,10,-0.3665722737933409,-0.21657227379334093,0.29378522577443017,0.5918985131549525,0.7418985131549525,1.1343389420530774,0.39244042889812486,0.5918985131549525,7,100,21,0.9785617210160156,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.33066777095572825,0.7369603298052166,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mars_sun_sextile_orb5 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3,4,10,-0.3713050237162182,-0.22130502371621824,0.28905247585155286,0.5917239458672156,0.7417239458672156,1.1341643747653405,0.39244042889812486,0.5917239458672156,5,93,16,0.9783129753349766,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.31735823751722464,0.723650796366713,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb5 & ~asp_saturn_sun_trine_orb3,4,10,-0.36351707192082905,-0.21351707192082903,0.2968404276469421,0.5916243424033149,0.7416243424033149,1.1340647713014398,0.39244042889812486,0.5916243424033149,6,91,22,0.9781710479115964,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3839670643568364,0.7902596232063248,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_moon_saturn_trine_orb1 & asp_pluto_uranus_sextile_orb3 & ~mars_ingress_3d & ~mercury_sign_cancer,4,10,-0.6030926371722548,-0.4530926371722548,0.05726486239551631,0.5915505105457747,0.7415505105457747,1.1339909394438996,0.39244042889812486,0.5915505105457747,34,76,43,0.9780658432072682,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7001941092518207,1.106486668101309,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_sun_square_orb3 & asp_pluto_uranus_sextile_orb3 & ~asp_saturn_venus_trine_orb5 & ~mars_ingress_5d,4,10,-0.675914794041015,-0.5259147940410149,-0.01555729447324388,0.5915380867952479,0.7415380867952479,1.1339785156933728,0.39244042889812486,0.5915380867952479,28,70,37,0.9780481403310404,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.7198158084562822,1.1261083673057706,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & ~asp_mercury_moon_trine_orb1 & ~asp_neptune_sun_trine_orb1 & asp_neptune_uranus_conj_orb5,4,10,-0.4147369455436444,-0.26473694554364435,0.24562055402412677,0.5913948503496568,0.7413948503496568,1.1338352792477817,0.39244042889812486,0.5913948503496568,8,68,26,0.9778440397751207,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.3436164350486744,0.7499089938981628,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
~asp_mars_pluto_sextile_orb3 & asp_neptune_uranus_conj_orb5 & ~asp_neptune_venus_conj_orb3 & ~asp_pluto_venus_opp_orb5,4,10,-0.35356585958285736,-0.20356585958285733,0.30679163998491377,0.5913585121201675,0.7413585121201676,1.1337989410182925,0.39244042889812486,0.5913585121201675,6,102,18,0.9777922607479894,-0.2044341522827901,False,-0.9052880872991425,-0.7552880872991424,0.0,0.7552880872991424,,,validation,,0.30643271884645223,0.7127252776959406,0.4062925588494884,-0.8178278663975544,0.0,0.8178278663975544,True,post_nasdaq
